POST_ID,id,dmexco_related,reason
7111957008953536513,'7111957008953536513',no,"The post date is September 25, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7011432594118443008,'7011432594118443008',no,"The post date is December 21, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7072929050075308032,'7072929050075308032',no,"The post date is June 9, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7110935965585563649,'7110935965585563649',no,"The post date is September 22, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7110902254211084290,'7110902254211084290',no,"The post date is September 22, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7194341020845699072,'7194341020845699072',no,"The post date is 2024-05-09, which is before the event date of DMEXCO 2024 (September 18, 2024). Therefore, the post is not related to the DMEXCO 2024 event."
7242179312802496513,'7242179312802496513',yes,"The post date is 2024-09-18, which is the same as the event date of DMEXCO 2024. The post mentions DMEXCO 2024, Digital Marketing Expo & Conference, and various related hashtags. It talks about the energy, advertising world, martech, adtech, cookies, privacy, industry leaders, trends, and the conference itself. All of these indicate that the post is related to the DMEXCO 2024 event."
7105087778803048448,'7105087778803048448',no,"The post date is September 6, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7236731429164843008,'7236731429164843008',yes,The post is related to DMEXCO 2024 because it mentions the event and expresses excitement about meeting people at the event.
7242468993922383872,'7242468993922383872',yes,"The post mentions DMEXCO 2024 and discusses topics related to the event, such as retail media, standardization, audience segmentation, and brand KPIs. The post date is within 12 months after the event date."
7241361866017452032,'7241361866017452032',yes,"The post date is within 12 months before the event date. The post expresses general interest in attending this year's DMEXCO event and mentions the event name, DMEXCO - Digital Marketing Expo & Conference."
7242087684989431808,'7242087684989431808',yes,"The post date is September 18, 2024, which is the same as the event date for DMEXCO 2024. The post mentions DMEXCO, the Digital Marketing Expo & Conference, and provides details about the event such as the location, booth number, and a scheduled meet-up. The hashtags #DMEXCO2024 and #Networking further indicate the post's relevance to the event."
7098049674472742912,'7098049674472742912',no,"The post date is August 17, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7242900517465595904,'7242900517465595904',yes,"The post date is within 12 months after the event date (2024-09-20 is within 12 months after September 18, 2024). The post mentions attending DMEXCO in Cologne, expressing amazement, diving into the world of digital marketing, technology, and innovation, getting inspiration and new perspectives for daily work. The post also includes relevant hashtags such as #DMEXCO2024, #DigitalMarketing, #Innovation, #Networking, and #Inspiration."
7242432623317274625,'7242432623317274625',yes,"The post date is within 12 months after the event date (September 19, 2024), and the post mentions DMEXCO - Digital Marketing Expo & Conference, discussing AI in Audio at the event. The hashtags used in the post also indicate a connection to the event."
7242582992710242304,'7242582992710242304',yes,The post date is within 12 months after the event date. The post explicitly mentions attending the DMEXCO event in 2024 and shares experiences and takeaways from the event.
6975897615578128384,'6975897615578128384',no,"The post date is September 14, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6980147680073129984,'6980147680073129984',yes,"The post mentions DMEXCO - Digital Marketing Expo & Conference, which is the event in question. The post date is within 12 months before the event date (September 18, 2024)."
7242893353506267137,'7242893353506267137',yes,"The post date is within 12 months after the event date (September 20, 2024), and it mentions the DMEXCO - Digital Marketing Expo & Conference, indicating a connection to the DMEXCO 2024 event."
7016350700058107904,'7016350700058107904',no,"The post date is January 4, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7239917023013572608,'7239917023013572608',yes,"The post date is within 12 months before the event date. The post mentions DMEXCO 2024, the session and keynote at the event, and the presence of Shopify and its partners at the event."
6978792692176560128,'6978792692176560128',no,"The post date is September 22, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7242425185146949632,'7242425185146949632',yes,The post date is within 12 months after the event date. The post explicitly mentions DMEXCO 2024 and talks about finding the RTB House team at the event.
